14,15,19,23,24,25
1,9,32,37,38,47
7,8,14,15,20,21
6,9,16,26,29,36
8,12,15,26,39,44
12,17,31,37,39,46
10,14,22,28,32,42
4,6,14,21,24,48
9,12,42,44,45,48
3,23,25,36,46,47
8,12,26,31,44,46
4,9,10,14,24,29
6,8,9,17,25,36
7,13,17,21,42,45
4,12,19,40,44,47
5,17,37,38,44,47
5,13,22,29,34,42
1,15,16,28,29,47
6,9,10,12,24,32
12,15,36,40,41,49
3,7,16,19,44,47
18,19,22,33,42,46
9,14,23,30,42,45
2,10,16,21,22,30
4,8,18,29,40,47
2,17,19,21,24,34
22,24,26,29,33,48
6,13,20,26,34,40
2,22,27,31,40,46
21,29,32,36,38,44
1,7,27,36,40,48
1,10,11,41,47,48
7,14,21,43,44,47
4,9,17,26,28,30
15,16,27,40,44,49
6,9,30,32,39,48
3,4,16,32,45,48
7,14,15,22,25,35
13,18,32,38,48,49
4,12,22,26,33,45
13,23,28,30,37,44
8,10,21,22,30,47
12,28,31,33,36,44
5,13,15,23,28,40
16,25,31,36,38,49
7,12,24,25,39,44
2,5,13,20,21,49
5,7,22,30,32,35
6,8,13,17,35,49
9,20,23,30,34,39
2,9,14,24,33,47
18,22,24,27,30,48
5,15,29,32,38,39
2,5,8,22,29,41
4,6,15,29,33,39
12,23,31,37,40,45
7,24,26,30,32,39
2,16,30,31,38,48
3,6,36,40,43,48
1,34,36,37,42,46
24,32,41,42,48,49
16,22,24,33,43,44
13,15,19,22,33,38
10,23,26,38,42,46
9,16,17,30,33,49
4,7,8,20,32,34
8,19,24,35,36,40
10,11,15,18,37,45
8,13,18,22,26,42
4,20,36,42,46,47
2,9,14,24,40,45
3,11,14,32,33,42
5,8,36,39,42,46
